index;uf;cidade;populacao_estimada;uf_name
1286;PB;Cacimba de Dentro;17169;Paraíba
1287;PB;Cacimbas;7225;Paraíba
1288;PB;Caiçara;7182;Paraíba
1289;PB;Cajazeiras;62576;Paraíba
1290;PB;Cajazeirinhas;3217;Paraíba
1291;PB;Caldas Brandão;6077;Paraíba
1292;PB;Camalaú;6048;Paraíba
1293;PB;Campina Grande;413830;Paraíba
1294;PB;Capim;6715;Paraíba
1295;PB;Caraúbas;4206;Paraíba
1296;PB;Carrapateira;2714;Paraíba
1297;PB;Casserengue;7530;Paraíba
1298;PB;Catingueira;4938;Paraíba
1299;PB;Catolé do Rocha;30819;Paraíba
1300;PB;Caturité;4898;Paraíba
1301;PB;Conceição;19030;Paraíba
1302;PB;Condado;6662;Paraíba
1303;PB;Conde;25341;Paraíba
1304;PB;Congo;4787;Paraíba
1305;PB;Coremas;15438;Paraíba
1306;PB;Coxixola;1948;Paraíba
1307;PB;Cruz do Espírito Santo;17599;Paraíba
1308;PB;Cubati;7866;Paraíba
1309;PB;Cuité;20331;Paraíba
1310;PB;Cuitegi;6748;Paraíba
1311;PB;Cuité de Mamanguape;6360;Paraíba
1312;PB;Curral de Cima;5209;Paraíba
1313;PB;Curral Velho;2508;Paraíba
1314;PB;Damião;5409;Paraíba
1315;PB;Desterro;8332;Paraíba
1316;PB;Vista Serrana;3850;Paraíba
1317;PB;Diamante;6506;Paraíba
1318;PB;Dona Inês;10375;Paraíba
1319;PB;Duas Estradas;3569;Paraíba
1320;PB;Emas;3556;Paraíba
1321;PB;Esperança;33386;Paraíba
1322;PB;Fagundes;11180;Paraíba
1323;PB;Frei Martinho;2989;Paraíba
1324;PB;Gado Bravo;8292;Paraíba
1325;PB;Guarabira;59389;Paraíba
1326;PB;Gurinhém;14125;Paraíba
1327;PB;Gurjão;3477;Paraíba
1328;PB;Ibiara;5877;Paraíba
1329;PB;Imaculada;11877;Paraíba
1330;PB;Ingá;18184;Paraíba
1331;PB;Itabaiana;24363;Paraíba
1332;PB;Itaporanga;24960;Paraíba
1333;PB;Itapororoca;18978;Paraíba
1334;PB;Itatuba;11069;Paraíba
1335;PB;Jacaraú;14467;Paraíba
1336;PB;Jericó;7751;Paraíba
1337;PB;João Pessoa;825796;Paraíba
1338;PB;Juarez Távora;8014;Paraíba
1339;PB;Juazeirinho;18422;Paraíba
1340;PB;Junco do Seridó;7238;Paraíba
1341;PB;Juripiranga;10830;Paraíba
1342;PB;Juru;9831;Paraíba
1343;PB;Lagoa;4640;Paraíba
1344;PB;Lagoa de Dentro;7754;Paraíba
1345;PB;Lagoa Seca;27728;Paraíba
1346;PB;Lastro;2698;Paraíba
1347;PB;Livramento;7274;Paraíba
1348;PB;Logradouro;4406;Paraíba
1349;PB;Lucena;13344;Paraíba
1350;PB;Mãe d'Água;3988;Paraíba
1351;PB;Malta;5745;Paraíba
1352;PB;Mamanguape;45385;Paraíba
1353;PB;Manaíra;10988;Paraíba
1354;PB;Marcação;8746;Paraíba
1355;PB;Mari;21895;Paraíba
1356;PB;Marizópolis;6689;Paraíba
1357;PB;Massaranduba;14077;Paraíba
1358;PB;Mataraca;8642;Paraíba
1359;PB;Matinhas;4528;Paraíba
1360;PB;Mato Grosso;2944;Paraíba
1361;PB;Maturéia;6690;Paraíba
1362;PB;Mogeiro;13238;Paraíba
1363;PB;Montadas;5806;Paraíba
1364;PB;Monte Horebe;4867;Paraíba
1365;PB;Monteiro;33638;Paraíba
1366;PB;Mulungu;9962;Paraíba
1367;PB;Natuba;10449;Paraíba
1368;PB;Nazarezinho;7271;Paraíba
1369;PB;Nova Floresta;10614;Paraíba
1370;PB;Nova Olinda;5892;Paraíba
1371;PB;Nova Palmeira;5011;Paraíba
1372;PB;Olho d'Água;6399;Paraíba
1373;PB;Olivedos;3989;Paraíba
1374;PB;Ouro Velho;3052;Paraíba
1375;PB;Parari;1747;Paraíba
1376;PB;Passagem;2453;Paraíba
1377;PB;Patos;108766;Paraíba
1378;PB;Paulista;12411;Paraíba
1379;PB;Pedra Branca;3802;Paraíba
1380;PB;Pedra Lavrada;7954;Paraíba
1381;PB;Pedras de Fogo;28607;Paraíba
1382;PB;Piancó;16147;Paraíba
1383;PB;Picuí;18737;Paraíba
1384;PB;Pilar;12036;Paraíba
1385;PB;Pilões;6518;Paraíba
1386;PB;Pilõezinhos;4937;Paraíba
1387;PB;Pirpirituba;10590;Paraíba
1388;PB;Pitimbu;19478;Paraíba
1389;PB;Pocinhos;18848;Paraíba
1390;PB;Poço Dantas;3877;Paraíba
1391;PB;Poço de José de Moura;4366;Paraíba
1392;PB;Pombal;32803;Paraíba
1393;PB;Prata;4265;Paraíba
1394;PB;Princesa Isabel;23749;Paraíba
1395;PB;Puxinanã;13801;Paraíba
1396;PB;Queimadas;44388;Paraíba
1397;PB;Quixaba;2009;Paraíba
1398;PB;Remígio;19973;Paraíba
1399;PB;Pedro Régis;6139;Paraíba
1400;PB;Riachão;3650;Paraíba
1401;PB;Riachão do Bacamarte;4562;Paraíba
1402;PB;Riachão do Poço;4571;Paraíba
1403;PB;Riacho de Santo Antônio;1999;Paraíba
1404;PB;Riacho dos Cavalos;8555;Paraíba
1405;PB;Rio Tinto;24258;Paraíba
1406;PB;Salgadinho;3975;Paraíba
1407;PB;Salgado de São Félix;12123;Paraíba
1408;PB;Santa Cecília;6526;Paraíba
1409;PB;Santa Cruz;6579;Paraíba
1410;PB;Santa Helena;5853;Paraíba
1411;PB;Santa Inês;3591;Paraíba
1412;PB;Santa Luzia;15470;Paraíba
1413;PB;Santana de Mangueira;5098;Paraíba
1414;PB;Santana dos Garrotes;6942;Paraíba
1415;PB;Joca Claudino;2640;Paraíba
1416;PB;Santa Rita;138093;Paraíba
1417;PB;Santa Teresinha;4550;Paraíba
1418;PB;Santo André;2496;Paraíba
1419;PB;São Bento;34650;Paraíba
1420;PB;São Bentinho;4602;Paraíba
1421;PB;São Domingos do Cariri;2645;Paraíba
1422;PB;São Domingos;3119;Paraíba
1423;PB;São Francisco;3377;Paraíba
1424;PB;São João do Cariri;4170;Paraíba
1425;PB;São João do Tigre;4408;Paraíba
1426;PB;São José da Lagoa Tapada;7622;Paraíba
1427;PB;São José de Caiana;6394;Paraíba
1428;PB;São José de Espinharas;4631;Paraíba
1429;PB;São José dos Ramos;6037;Paraíba
1430;PB;São José de Piranhas;20406;Paraíba
1431;PB;São José de Princesa;3898;Paraíba
1432;PB;São José do Bonfim;3619;Paraíba
1433;PB;São José do Brejo do Cruz;1821;Paraíba
1434;PB;São José do Sabugi;4153;Paraíba
1435;PB;São José dos Cordeiros;3607;Paraíba
1436;PB;São Mamede;7682;Paraíba
1437;PB;São Miguel de Taipu;7450;Paraíba
1438;PB;São Sebastião de Lagoa de Roça;11793;Paraíba
1439;PB;São Sebastião do Umbuzeiro;3534;Paraíba
1440;PB;Sapé;52977;Paraíba
1441;PB;São Vicente do Seridó;10919;Paraíba
1442;PB;Serra Branca;13807;Paraíba
1443;PB;Serra da Raiz;3114;Paraíba
1444;PB;Serra Grande;2921;Paraíba
1445;PB;Serra Redonda;7001;Paraíba
1446;PB;Serraria;6037;Paraíba
1447;PB;Sertãozinho;5152;Paraíba
1448;PB;Sobrado;7845;Paraíba
1449;PB;Solânea;26051;Paraíba
1450;PB;Soledade;15211;Paraíba
1451;PB;Sossêgo;3631;Paraíba
1452;PB;Sousa;69997;Paraíba
1453;PB;Sumé;17096;Paraíba
1454;PB;Tacima;11024;Paraíba
1455;PB;Taperoá;15505;Paraíba
1456;PB;Tavares;14791;Paraíba
1457;PB;Teixeira;15333;Paraíba
1458;PB;Tenório;3103;Paraíba
1459;PB;Triunfo;9473;Paraíba
1460;PB;Uiraúna;15356;Paraíba
1461;PB;Umbuzeiro;9914;Paraíba
1462;PB;Várzea;2870;Paraíba
1463;PB;Vieirópolis;5395;Paraíba
1464;PB;Zabelê;2269;Paraíba
1465;PE;Abreu e Lima;100698;Pernambuco
1466;PE;Afogados da Ingazeira;37546;Pernambuco
1467;PE;Afrânio;19981;Pernambuco
1468;PE;Agrestina;25240;Pernambuco
1469;PE;Água Preta;37386;Pernambuco
1470;PE;Águas Belas;43923;Pernambuco
1471;PE;Alagoinha;14798;Pernambuco
1472;PE;Aliança;38408;Pernambuco
1473;PE;Altinho;22996;Pernambuco
1474;PE;Amaraji;22910;Pernambuco
1475;PE;Angelim;11301;Pernambuco
1476;PE;Araçoiaba;20936;Pernambuco
1477;PE;Araripina;85301;Pernambuco
1478;PE;Arcoverde;75295;Pernambuco
1479;PE;Barra de Guabiraba;14632;Pernambuco
1480;PE;Barreiros;42866;Pernambuco
1481;PE;Belém de Maria;12169;Pernambuco
1482;PE;Belém do São Francisco;20730;Pernambuco
1483;PE;Belo Jardim;76930;Pernambuco
1484;PE;Betânia;12811;Pernambuco
1485;PE;Bezerros;60960;Pernambuco
1486;PE;Bodocó;38605;Pernambuco
1487;PE;Bom Conselho;48975;Pernambuco
1488;PE;Bom Jardim;40038;Pernambuco
1489;PE;Bonito;38101;Pernambuco
1490;PE;Brejão;8981;Pernambuco
1491;PE;Brejinho;7489;Pernambuco
1492;PE;Brejo da Madre de Deus;51696;Pernambuco
1493;PE;Buenos Aires;13224;Pernambuco
1494;PE;Buíque;59448;Pernambuco
1495;PE;Cabo de Santo Agostinho;210796;Pernambuco
1496;PE;Cabrobó;34778;Pernambuco
1497;PE;Cachoeirinha;20618;Pernambuco
1498;PE;Caetés;29065;Pernambuco
1499;PE;Calçado;10983;Pernambuco
1500;PE;Calumbi;5744;Pernambuco
1501;PE;Camaragibe;159945;Pernambuco
1502;PE;Camocim de São Félix;19032;Pernambuco
1503;PE;Camutanga;8592;Pernambuco
1504;PE;Canhotinho;24743;Pernambuco
1505;PE;Capoeiras;20048;Pernambuco
1506;PE;Carnaíba;19666;Pernambuco
1507;PE;Carnaubeira da Penha;13117;Pernambuco
1508;PE;Carpina;85131;Pernambuco
1509;PE;Caruaru;369343;Pernambuco
1510;PE;Casinhas;14395;Pernambuco
1511;PE;Catende;43778;Pernambuco
1512;PE;Cedro;11972;Pernambuco
1513;PE;Chã de Alegria;13641;Pernambuco
1514;PE;Chã Grande;21929;Pernambuco
1515;PE;Condado;26755;Pernambuco
1516;PE;Correntes;18327;Pernambuco
1517;PE;Cortês;12543;Pernambuco
1518;PE;Cumaru;9494;Pernambuco
1519;PE;Cupira;24237;Pernambuco
1520;PE;Custódia;37633;Pernambuco
1521;PE;Dormentes;19246;Pernambuco
1522;PE;Escada;69701;Pernambuco
1523;PE;Exu;31709;Pernambuco
1524;PE;Feira Nova;22360;Pernambuco
1525;PE;Fernando de Noronha;3140;Pernambuco
1526;PE;Ferreiros;12216;Pernambuco
1527;PE;Flores;22612;Pernambuco
1528;PE;Floresta;33488;Pernambuco
1529;PE;Frei Miguelinho;15633;Pernambuco
1530;PE;Gameleira;31578;Pernambuco
1531;PE;Garanhuns;141347;Pernambuco
1532;PE;Glória do Goitá;30847;Pernambuco
1533;PE;Goiana;80345;Pernambuco
1534;PE;Granito;7586;Pernambuco
1535;PE;Gravatá;85309;Pernambuco
1536;PE;Iati;19284;Pernambuco
1537;PE;Ibimirim;29585;Pernambuco
1538;PE;Ibirajuba;7773;Pernambuco
1539;PE;Igarassu;119690;Pernambuco
1540;PE;Iguaracy;12265;Pernambuco
1541;PE;Inajá;24034;Pernambuco
1542;PE;Ingazeira;4537;Pernambuco
1543;PE;Ipojuca;99101;Pernambuco
1544;PE;Ipubi;31515;Pernambuco
1545;PE;Itacuruba;5013;Pernambuco
1546;PE;Itaíba;26268;Pernambuco
1547;PE;Ilha de Itamaracá;27076;Pernambuco
1548;PE;Itambé;36495;Pernambuco
1549;PE;Itapetim;13492;Pernambuco
1550;PE;Itapissuma;27144;Pernambuco
1551;PE;Itaquitinga;17056;Pernambuco
1552;PE;Jaboatão dos Guararapes;711330;Pernambuco
1553;PE;Jaqueira;11632;Pernambuco
1554;PE;Jataúba;17305;Pernambuco
1555;PE;Jatobá;14904;Pernambuco
1556;PE;João Alfredo;33570;Pernambuco
1557;PE;Joaquim Nabuco;15999;Pernambuco
1558;PE;Jucati;11545;Pernambuco
1559;PE;Jupi;15007;Pernambuco
1560;PE;Jurema;15483;Pernambuco
1561;PE;Lagoa do Carro;18429;Pernambuco
1562;PE;Lagoa de Itaenga;21490;Pernambuco
1563;PE;Lagoa do Ouro;13300;Pernambuco
1564;PE;Lagoa dos Gatos;16345;Pernambuco
1565;PE;Lagoa Grande;26090;Pernambuco
1566;PE;Lajedo;40883;Pernambuco
1567;PE;Limoeiro;56149;Pernambuco
1568;PE;Macaparana;25565;Pernambuco
1569;PE;Machados;16549;Pernambuco
1570;PE;Manari;22110;Pernambuco
1571;PE;Maraial;11098;Pernambuco
1572;PE;Mirandiba;15548;Pernambuco
1573;PE;Moreno;63792;Pernambuco
1574;PE;Nazaré da Mata;32673;Pernambuco
1575;PE;Olinda;393734;Pernambuco
1576;PE;Orobó;23985;Pernambuco
1577;PE;Orocó;15309;Pernambuco
1578;PE;Ouricuri;70466;Pernambuco
1579;PE;Palmares;63745;Pernambuco
1580;PE;Palmeirina;7509;Pernambuco
1581;PE;Panelas;26438;Pernambuco
1582;PE;Paranatama;11608;Pernambuco
1583;PE;Parnamirim;22198;Pernambuco
1584;PE;Passira;28856;Pernambuco
1585;PE;Paudalho;57346;Pernambuco
1586;PE;Paulista;336919;Pernambuco
1587;PE;Pedra;22716;Pernambuco
1588;PE;Pesqueira;68067;Pernambuco
1589;PE;Petrolândia;37246;Pernambuco
1590;PE;Petrolina;359372;Pernambuco
1591;PE;Poção;11308;Pernambuco
1592;PE;Pombos;27204;Pernambuco
1593;PE;Primavera;15231;Pernambuco
1594;PE;Quipapá;26309;Pernambuco
1595;PE;Quixaba;6796;Pernambuco
1596;PE;Recife;1661017;Pernambuco
1597;PE;Riacho das Almas;20744;Pernambuco
1598;PE;Ribeirão;47813;Pernambuco
1599;PE;Rio Formoso;23719;Pernambuco
1600;PE;Sairé;9600;Pernambuco
1601;PE;Salgadinho;11214;Pernambuco
1602;PE;Salgueiro;61561;Pernambuco
1603;PE;Saloá;15880;Pernambuco
1604;PE;Sanharó;27308;Pernambuco
1605;PE;Santa Cruz;15713;Pernambuco
1606;PE;Santa Cruz da Baixa Verde;12708;Pernambuco
1607;PE;Santa Cruz do Capibaribe;111812;Pernambuco
1608;PE;Santa Filomena;14645;Pernambuco
1609;PE;Santa Maria da Boa Vista;42266;Pernambuco
1610;PE;Santa Maria do Cambucá;14308;Pernambuco
1611;PE;Santa Terezinha;11914;Pernambuco
1612;PE;São Benedito do Sul;16239;Pernambuco
1613;PE;São Bento do Una;60567;Pernambuco
1614;PE;São Caitano;37488;Pernambuco
1615;PE;São João;23002;Pernambuco
1616;PE;São Joaquim do Monte;21439;Pernambuco
1617;PE;São José da Coroa Grande;21868;Pernambuco
1618;PE;São José do Belmonte;34082;Pernambuco
1619;PE;São José do Egito;34210;Pernambuco
1620;PE;São Lourenço da Mata;114910;Pernambuco
1621;PE;São Vicente Férrer;18150;Pernambuco
1622;PE;Serra Talhada;87467;Pernambuco
1623;PE;Serrita;19226;Pernambuco
1624;PE;Sertânia;36189;Pernambuco
1625;PE;Sirinhaém;46845;Pernambuco
1626;PE;Moreilândia;11269;Pernambuco
1627;PE;Solidão;6034;Pernambuco
1628;PE;Surubim;66192;Pernambuco
1629;PE;Tabira;28860;Pernambuco
1630;PE;Tacaimbó;12843;Pernambuco
1631;PE;Tacaratu;26439;Pernambuco
1632;PE;Tamandaré;23852;Pernambuco
1633;PE;Taquaritinga do Norte;29472;Pernambuco
1634;PE;Terezinha;7227;Pernambuco
1635;PE;Terra Nova;10314;Pernambuco
1636;PE;Timbaúba;52587;Pernambuco
1637;PE;Toritama;47088;Pernambuco
1638;PE;Tracunhaém;13856;Pernambuco
1639;PE;Trindade;31103;Pernambuco
1640;PE;Triunfo;15232;Pernambuco
1641;PE;Tupanatinga;27793;Pernambuco
1642;PE;Tuparetama;8266;Pernambuco
1643;PE;Venturosa;18835;Pernambuco
1644;PE;Verdejante;9572;Pernambuco
1645;PE;Vertente do Lério;7526;Pernambuco
1646;PE;Vertentes;21172;Pernambuco
1647;PE;Vicência;32897;Pernambuco
1648;PE;Vitória de Santo Antão;140389;Pernambuco
1649;PE;Xexéu;14789;Pernambuco
1650;AL;Água Branca;20263;Alagoas
1651;AL;Anadia;17507;Alagoas
1652;AL;Arapiraca;234309;Alagoas
1653;AL;Atalaia;47540;Alagoas
1654;AL;Barra de Santo Antônio;16201;Alagoas
1655;AL;Barra de São Miguel;8434;Alagoas
1656;AL;Batalha;18440;Alagoas
1657;AL;Belém;4226;Alagoas
1658;AL;Belo Monte;6717;Alagoas
1659;AL;Boca da Mata;27429;Alagoas
1660;AL;Branquinha;10426;Alagoas
1661;AL;Cacimbinhas;10920;Alagoas
1662;AL;Cajueiro;21397;Alagoas
1663;AL;Campestre;6972;Alagoas
1664;AL;Campo Alegre;57997;Alagoas
1665;AL;Campo Grande;9576;Alagoas
1666;AL;Canapi;17715;Alagoas
1667;AL;Capela;16907;Alagoas
1668;AL;Carneiros;9568;Alagoas
1669;AL;Chã Preta;7311;Alagoas
1670;AL;Coité do Nóia;10594;Alagoas
1671;AL;Colônia Leopoldina;21935;Alagoas
1672;AL;Coqueiro Seco;5882;Alagoas
1673;AL;Coruripe;57647;Alagoas
1674;AL;Craíbas;24396;Alagoas
1675;AL;Delmiro Gouveia;52501;Alagoas
1676;AL;Dois Riachos;11059;Alagoas
1677;AL;Estrela de Alagoas;18304;Alagoas
1678;AL;Feira Grande;22192;Alagoas
1679;AL;Feliz Deserto;4803;Alagoas
1680;AL;Flexeiras;12823;Alagoas
1681;AL;Girau do Ponciano;41549;Alagoas
1682;AL;Ibateguara;15637;Alagoas
1683;AL;Igaci;25596;Alagoas
1684;AL;Igreja Nova;24670;Alagoas
1685;AL;Inhapi;18398;Alagoas
1686;AL;Jacaré dos Homens;5185;Alagoas
1687;AL;Jacuípe;6992;Alagoas
1688;AL;Japaratinga;8444;Alagoas
1689;AL;Jaramataia;5751;Alagoas
1690;AL;Jequiá da Praia;11495;Alagoas
1691;AL;Joaquim Gomes;24167;Alagoas
1692;AL;Jundiá;4119;Alagoas
1693;AL;Junqueiro;24716;Alagoas
1694;AL;Lagoa da Canoa;17692;Alagoas
1695;AL;Limoeiro de Anadia;28904;Alagoas
1696;AL;Maceió;1031597;Alagoas
1697;AL;Major Isidoro;19923;Alagoas
1698;AL;Maragogi;33351;Alagoas
1699;AL;Maravilha;8850;Alagoas
1700;AL;Marechal Deodoro;52848;Alagoas
1701;AL;Maribondo;13123;Alagoas
1702;AL;Mar Vermelho;3474;Alagoas
1703;AL;Mata Grande;25200;Alagoas
1704;AL;Matriz de Camaragibe;24627;Alagoas
1705;AL;Messias;18201;Alagoas
1706;AL;Minador do Negrão;5315;Alagoas
1707;AL;Monteirópolis;7171;Alagoas
1708;AL;Murici;28428;Alagoas
1709;AL;Novo Lino;12837;Alagoas
1710;AL;Olho d'Água das Flores;21690;Alagoas
1711;AL;Olho d'Água do Casado;9507;Alagoas
1712;AL;Olho d'Água Grande;5133;Alagoas
1713;AL;Olivença;11681;Alagoas
1714;AL;Ouro Branco;11573;Alagoas
1715;AL;Palestina;5061;Alagoas
1716;AL;Palmeira dos Índios;73452;Alagoas
1717;AL;Pão de Açúcar;24307;Alagoas
1718;AL;Pariconha;10546;Alagoas
1719;AL;Paripueira;13484;Alagoas
1720;AL;Passo de Camaragibe;15270;Alagoas
1721;AL;Paulo Jacinto;7556;Alagoas
1722;AL;Penedo;64005;Alagoas
1723;AL;Piaçabuçu;17868;Alagoas
1724;AL;Pilar;35310;Alagoas
1725;AL;Pindoba;2903;Alagoas
1726;AL;Piranhas;25324;Alagoas
1727;AL;Poço das Trincheiras;14447;Alagoas
1728;AL;Porto Calvo;27331;Alagoas
1729;AL;Porto de Pedras;7618;Alagoas
1730;AL;Porto Real do Colégio;20158;Alagoas
1731;AL;Quebrangulo;11202;Alagoas
1732;AL;Rio Largo;75662;Alagoas
1733;AL;Roteiro;6634;Alagoas
1734;AL;Santa Luzia do Norte;7344;Alagoas
1735;AL;Santana do Ipanema;47910;Alagoas
1736;AL;Santana do Mundaú;10637;Alagoas
1737;AL;São Brás;6977;Alagoas
1738;AL;São José da Laje;24064;Alagoas
1739;AL;São José da Tapera;32462;Alagoas
1740;AL;São Luís do Quitunde;34825;Alagoas
1741;AL;São Miguel dos Campos;62328;Alagoas
1742;AL;São Miguel dos Milagres;8073;Alagoas
1743;AL;São Sebastião;34424;Alagoas
1744;AL;Satuba;14042;Alagoas
1745;AL;Senador Rui Palmeira;13893;Alagoas
1746;AL;Tanque d'Arca;6115;Alagoas
1747;AL;Taquarana;20162;Alagoas
1748;AL;Teotônio Vilela;44570;Alagoas
1749;AL;Traipu;27934;Alagoas
1750;AL;União dos Palmares;65963;Alagoas
1751;AL;Viçosa;25655;Alagoas
1752;SE;Amparo do São Francisco;2386;Sergipe
1753;SE;Aquidabã;21796;Sergipe
1754;SE;Aracaju;672614;Sergipe
1755;SE;Arauá;9840;Sergipe
1756;SE;Areia Branca;18825;Sergipe
1757;SE;Barra dos Coqueiros;31439;Sergipe
1758;SE;Boquim;26980;Sergipe
1759;SE;Brejo Grande;8396;Sergipe
1760;SE;Campo do Brito;18325;Sergipe
1761;SE;Canhoba;4003;Sergipe
1762;SE;Canindé de São Francisco;30894;Sergipe
1763;SE;Capela;34808;Sergipe
1764;SE;Carira;22393;Sergipe
1765;SE;Carmópolis;17232;Sergipe
1766;SE;Cedro de São João;5929;Sergipe
1767;SE;Cristinápolis;18181;Sergipe
1768;SE;Cumbe;4008;Sergipe
1769;SE;Divina Pastora;5290;Sergipe
1770;SE;Estância;69919;Sergipe
1771;SE;Feira Nova;5617;Sergipe
1772;SE;Frei Paulo;15688;Sergipe
1773;SE;Gararu;11599;Sergipe
1774;SE;General Maynard;3421;Sergipe
1775;SE;Gracho Cardoso;5831;Sergipe
1776;SE;Ilha das Flores;8522;Sergipe
1777;SE;Indiaroba;18337;Sergipe
1778;SE;Itabaiana;96839;Sergipe
1779;SE;Itabaianinha;42399;Sergipe
1780;SE;Itabi;4869;Sergipe
1781;SE;Itaporanga d'Ajuda;35054;Sergipe
1782;SE;Japaratuba;19067;Sergipe
1783;SE;Japoatã;13422;Sergipe
1784;SE;Lagarto;106015;Sergipe
1785;SE;Laranjeiras;30327;Sergipe
1786;SE;Macambira;7002;Sergipe
1787;SE;Malhada dos Bois;3715;Sergipe
1788;SE;Malhador;12689;Sergipe
1789;SE;Maruim;17328;Sergipe
1790;SE;Moita Bonita;11361;Sergipe
1791;SE;Monte Alegre de Sergipe;15315;Sergipe
1792;SE;Muribeca;7653;Sergipe
1793;SE;Neópolis;18688;Sergipe
1794;SE;Nossa Senhora Aparecida;8822;Sergipe
1795;SE;Nossa Senhora da Glória;37715;Sergipe
1796;SE;Nossa Senhora das Dores;26957;Sergipe
1797;SE;Nossa Senhora de Lourdes;6509;Sergipe
1798;SE;Nossa Senhora do Socorro;187733;Sergipe
1799;SE;Pacatuba;14650;Sergipe
1800;SE;Pedra Mole;3309;Sergipe
1801;SE;Pedrinhas;9727;Sergipe
1802;SE;Pinhão;6678;Sergipe
1803;SE;Pirambu;9436;Sergipe
1804;SE;Poço Redondo;35461;Sergipe
1805;SE;Poço Verde;24003;Sergipe
1806;SE;Porto da Folha;28788;Sergipe
1807;SE;Propriá;29756;Sergipe
1808;SE;Riachão do Dantas;19813;Sergipe
1809;SE;Riachuelo;10354;Sergipe
1810;SE;Ribeirópolis;18891;Sergipe
1811;SE;Rosário do Catete;11158;Sergipe
1812;SE;Salgado;20051;Sergipe
1813;SE;Santa Luzia do Itanhy;14205;Sergipe
1814;SE;Santana do São Francisco;7906;Sergipe
1815;SE;Santa Rosa de Lima;3933;Sergipe
1816;SE;Santo Amaro das Brotas;12200;Sergipe
1817;SE;São Cristóvão;92090;Sergipe
1818;SE;São Domingos;11276;Sergipe
1819;SE;São Francisco;3837;Sergipe
1820;SE;São Miguel do Aleixo;3964;Sergipe
1821;SE;Simão Dias;40724;Sergipe
1822;SE;Siriri;9046;Sergipe
1823;SE;Telha;3271;Sergipe
1824;SE;Tobias Barreto;52861;Sergipe
1825;SE;Tomar do Geru;13534;Sergipe
1826;SE;Umbaúba;25800;Sergipe
1827;BA;Abaíra;8681;Bahia
1828;BA;Abaré;20594;Bahia
1829;BA;Acajutiba;15214;Bahia
1830;BA;Adustina;17209;Bahia
1831;BA;Água Fria;17096;Bahia
1832;BA;Érico Cardoso;10513;Bahia
1833;BA;Aiquara;4387;Bahia
1834;BA;Alagoinhas;153023;Bahia
1835;BA;Alcobaça;22509;Bahia
1836;BA;Almadina;5273;Bahia
1837;BA;Amargosa;37631;Bahia
1838;BA;Amélia Rodrigues;24997;Bahia
1839;BA;América Dourada;16086;Bahia
1840;BA;Anagé;21229;Bahia
1841;BA;Andaraí;13122;Bahia
1842;BA;Andorinha;14416;Bahia
1843;BA;Angical;13902;Bahia
1844;BA;Anguera;11369;Bahia
1845;BA;Antas;19659;Bahia
1846;BA;Antônio Cardoso;11670;Bahia
1847;BA;Antônio Gonçalves;11955;Bahia
1848;BA;Aporá;17840;Bahia
1849;BA;Apuarema;7274;Bahia
1850;BA;Aracatu;12960;Bahia
1851;BA;Araçás;12237;Bahia
1852;BA;Araci;54903;Bahia
1853;BA;Aramari;11519;Bahia
1854;BA;Arataca;10904;Bahia
1855;BA;Aratuípe;8848;Bahia
1856;BA;Aurelino Leal;11079;Bahia
1857;BA;Baianópolis;13979;Bahia
1858;BA;Baixa Grande;20431;Bahia
1859;BA;Banzaê;13251;Bahia
1860;BA;Barra;54225;Bahia
1861;BA;Barra da Estiva;20198;Bahia
1862;BA;Barra do Choça;30831;Bahia
1863;BA;Barra do Mendes;13128;Bahia
1864;BA;Barra do Rocha;5515;Bahia
1865;BA;Barreiras;158432;Bahia
1866;BA;Barro Alto;15171;Bahia
1867;BA;Barrocas;16225;Bahia
1868;BA;Barro Preto;5312;Bahia
1869;BA;Belmonte;23540;Bahia
1870;BA;Belo Campo;17013;Bahia
1871;BA;Biritinga;15989;Bahia
1872;BA;Boa Nova;12039;Bahia
1873;BA;Boa Vista do Tupim;18491;Bahia
1874;BA;Bom Jesus da Lapa;70151;Bahia
1875;BA;Bom Jesus da Serra;9768;Bahia
1876;BA;Boninal;14518;Bahia
1877;BA;Bonito;16999;Bahia
1878;BA;Boquira;21486;Bahia
1879;BA;Botuporã;10050;Bahia
1880;BA;Brejões;14155;Bahia
1881;BA;Brejolândia;10675;Bahia
1882;BA;Brotas de Macaúbas;10705;Bahia
1883;BA;Brumado;67468;Bahia
1884;BA;Buerarema;18269;Bahia
1885;BA;Buritirama;21374;Bahia
1886;BA;Caatiba;6232;Bahia
1887;BA;Cabaceiras do Paraguaçu;19010;Bahia
1888;BA;Cachoeira;33659;Bahia
1889;BA;Caculé;23407;Bahia
1890;BA;Caém;8912;Bahia
1891;BA;Caetanos;14671;Bahia
1892;BA;Caetité;51184;Bahia
1893;BA;Cafarnaum;18585;Bahia
1894;BA;Cairu;18666;Bahia
1895;BA;Caldeirão Grande;13452;Bahia
1896;BA;Camacan;32023;Bahia
1897;BA;Camaçari;309208;Bahia
1898;BA;Camamu;35444;Bahia
1899;BA;Campo Alegre de Lourdes;28839;Bahia
1900;BA;Campo Formoso;71754;Bahia
1901;BA;Canápolis;9694;Bahia
1902;BA;Canarana;26468;Bahia
1903;BA;Canavieiras;30722;Bahia
1904;BA;Candeal;8109;Bahia
1905;BA;Candeias;87820;Bahia
1906;BA;Candiba;14415;Bahia
1907;BA;Cândido Sales;24921;Bahia
