uf;cidade;populacao_estimada
SP;Franco da Rocha;158438
SP;Gabriel Monteiro;2776
SP;Gália;6419
SP;Garça;44429
SP;Gastão Vidigal;4911
SP;Gavião Peixoto;4841
SP;General Salgado;10855
SP;Getulina;11485
SP;Glicério;4842
SP;Guaiçara;12416
SP;Guaimbê;5806
SP;Guaíra;41283
SP;Guapiaçu;22087
SP;Guapiara;16896
SP;Guará;21394
SP;Guaraçaí;8258
SP;Guaraci;11382
SP;Guarani d'Oeste;1996
SP;Guarantã;6685
SP;Guararapes;33257
SP;Guararema;30465
SP;Guaratinguetá;123192
SP;Guareí;19244
SP;Guariba;40857
SP;Guarujá;324977
SP;Guarulhos;1404694
SP;Guatapará;7760
SP;Guzolândia;5346
SP;Herculândia;9649
SP;Holambra;15605
SP;Hortolândia;237570
SP;Iacanga;12002
SP;Iacri;6269
SP;Iaras;9786
SP;Ibaté;35830
SP;Ibirá;12639
SP;Ibirarema;7926
SP;Ibitinga;61150
SP;Ibiúna;80062
SP;Icém;8363
SP;Iepê;8228
SP;Igaraçu do Tietê;24821
SP;Igarapava;30791
SP;Igaratá;9631
SP;Iguape;31117
SP;Ilhabela;36194
SP;Ilha Comprida;11552
SP;Ilha Solteira;26886
SP;Indaiatuba;260690
SP;Indiana;4873
SP;Indiaporã;3876
SP;Inúbia Paulista;4045
SP;Ipaussu;15165
SP;Iperó;38771
SP;Ipeúna;7824
SP;Ipiguá;5557
SP;Iporanga;4180
SP;Ipuã;16794
SP;Iracemápolis;24982
SP;Irapuã;8101
SP;Irapuru;8356
SP;Itaberá;17405
SP;Itaí;27632
SP;Itajobi;15331
SP;Itaju;3937
SP;Itanhaém;104351
SP;Itaoca;3332
SP;Itapecerica da Serra;179574
SP;Itapetininga;167106
SP;Itapeva;95241
SP;Itapevi;244131
SP;Itapira;75683
SP;Itapirapuã Paulista;4294
SP;Itápolis;43536
SP;Itaporanga;15197
SP;Itapuí;14297
SP;Itapura;4994
SP;Itaquaquecetuba;379082
SP;Itararé;50778
SP;Itariri;17754
SP;Itatiba;124254
SP;Itatinga;21139
SP;Itirapina;18610
SP;Itirapuã;6587
SP;Itobi;7862
SP;Itu;177150
SP;Itupeva;64330
SP;Ituverava;42259
SP;Jaborandi;6963
SP;Jaboticabal;78029
SP;Jacareí;237119
SP;Jaci;7322
SP;Jacupiranga;17911
SP;Jaguariúna;59921
SP;Jales;49291
SP;Jambeiro;6828
SP;Jandira;127734
SP;Jardinópolis;45544
SP;Jarinu;31173
SP;Jaú;153463
SP;Jeriquara;3143
SP;Joanópolis;13453
SP;João Ramalho;4577
SP;José Bonifácio;37707
SP;Júlio Mesquita;4824
SP;Jumirim;3467
SP;Jundiaí;426935
SP;Junqueirópolis;20978
SP;Juquiá;18627
SP;Juquitiba;31844
SP;Lagoinha;4882
SP;Laranjal Paulista;29047
SP;Lavínia;12581
SP;Lavrinhas;7361
SP;Leme;105273
SP;Lençóis Paulista;69533
SP;Limeira;310783
SP;Lindóia;8201
SP;Lins;78978
SP;Lorena;89532
SP;Lourdes;2311
SP;Louveira;51007
SP;Lucélia;22022
SP;Lucianópolis;2412
SP;Luís Antônio;15628
SP;Luiziânia;5918
SP;Lupércio;4608
SP;Lutécia;2623
SP;Macatuba;17263
SP;Macaubal;8174
SP;Macedônia;3686
SP;Magda;3086
SP;Mairinque;47723
SP;Mairiporã;103645
SP;Manduri;9972
SP;Marabá Paulista;6039
SP;Maracaí;14069
SP;Marapoama;3097
SP;Mariápolis;4098
SP;Marília;242249
SP;Marinópolis;2101
SP;Martinópolis;26791
SP;Matão;84069
SP;Mauá;481725
SP;Mendonça;5638
SP;Meridiano;3813
SP;Mesópolis;1903
SP;Miguelópolis;22480
SP;Mineiros do Tietê;13023
SP;Miracatu;19511
SP;Mira Estrela;3125
SP;Mirandópolis;29844
SP;Mirante do Paranapanema;18415
SP;Mirassol;60768
SP;Mirassolândia;4966
SP;Mococa;69072
SP;Mogi das Cruzes;455587
SP;Mogi Guaçu;154146
SP;Mogi Mirim;94098
SP;Mombuca;3523
SP;Monções;2274
SP;Mongaguá;58567
SP;Monte Alegre do Sul;8181
SP;Monte Alto;51039
SP;Monte Aprazível;25651
SP;Monte Azul Paulista;18928
SP;Monte Castelo;4166
SP;Monteiro Lobato;4739
SP;Monte Mor;61707
SP;Morro Agudo;33598
SP;Morungaba;13936
SP;Motuca;4831
SP;Murutinga do Sul;4525
SP;Nantes;3215
SP;Narandiba;4950
SP;Natividade da Serra;6624
SP;Nazaré Paulista;18866
SP;Neves Paulista;8917
SP;Nhandeara;11575
SP;Nipoã;5381
SP;Nova Aliança;7161
SP;Nova Campina;9962
SP;Nova Canaã Paulista;1824
SP;Nova Castilho;1290
SP;Nova Europa;11519
SP;Nova Granada;21871
SP;Nova Guataporanga;2333
SP;Nova Independência;4135
SP;Novais;6057
SP;Nova Luzitânia;4217
SP;Nova Odessa;61716
SP;Novo Horizonte;41765
SP;Nuporanga;7522
SP;Ocauçu;4294
SP;Óleo;2447
SP;Olímpia;55477
SP;Onda Verde;4462
SP;Oriente;6569
SP;Orindiúva;7318
SP;Orlândia;44682
SP;Osasco;701428
SP;Oscar Bressane;2603
SP;Osvaldo Cruz;33118
SP;Ourinhos;115139
SP;Ouroeste;10712
SP;Ouro Verde;8676
SP;Pacaembu;14326
SP;Palestina;13285
SP;Palmares Paulista;13691
SP;Palmeira d'Oeste;9173
SP;Palmital;22322
SP;Panorama;15944
SP;Paraguaçu Paulista;46180
SP;Paraibuna;18302
SP;Paraíso;6536
SP;Paranapanema;20588
SP;Paranapuã;4112
SP;Parapuã;10934
SP;Pardinho;6579
SP;Pariquera-Açu;19797
SP;Parisi;2177
SP;Patrocínio Paulista;14941
SP;Paulicéia;7540
SP;Paulínia;114508
SP;Paulistânia;1835
SP;Paulo de Faria;8973
SP;Pederneiras;47523
SP;Pedra Bela;6127
SP;Pedranópolis;2468
SP;Pedregulho;16876
SP;Pedreira;48992
SP;Pedrinhas Paulista;3109
SP;Pedro de Toledo;11507
SP;Penápolis;64098
SP;Pereira Barreto;25685
SP;Pereiras;8875
SP;Peruíbe;69697
SP;Piacatu;6093
SP;Piedade;55731
SP;Pilar do Sul;29612
SP;Pindamonhangaba;171885
SP;Pindorama;17378
SP;Pinhalzinho;15564
SP;Piquerobi;3706
SP;Piquete;13495
SP;Piracaia;27617
SP;Piracicaba;410275
SP;Piraju;29930
SP;Pirajuí;25939
SP;Pirangi;11524
SP;Pirapora do Bom Jesus;19453
SP;Pirapozinho;27974
SP;Pirassununga;77330
SP;Piratininga;13890
SP;Pitangueiras;40430
SP;Planalto;5370
SP;Platina;3606
SP;Poá;119221
SP;Poloni;6166
SP;Pompéia;22326
SP;Pongaí;3385
SP;Pontal;51717
SP;Pontalinda;4719
SP;Pontes Gestal;2576
SP;Populina;4136
SP;Porangaba;10205
SP;Porto Feliz;53698
SP;Porto Ferreira;56848
SP;Potim;25603
SP;Potirendaba;17668
SP;Pracinha;4327
SP;Pradópolis;22239
SP;Praia Grande;336454
SP;Pratânia;5371
SP;Presidente Alves;4067
SP;Presidente Bernardes;12943
SP;Presidente Epitácio;44572
SP;Presidente Prudente;231953
SP;Presidente Venceslau;39648
SP;Promissão;41211
SP;Quadra;3902
SP;Quatá;14309
SP;Queiroz;3513
SP;Queluz;13788
SP;Quintana;6736
SP;Rafard;9126
SP;Rancharia;29743
SP;Redenção da Serra;3827
SP;Regente Feijó;20523
SP;Reginópolis;10047
SP;Registro;56463
SP;Restinga;7762
SP;Ribeira;3320
SP;Ribeirão Bonito;13376
SP;Ribeirão Branco;15984
SP;Ribeirão Corrente;4786
SP;Ribeirão do Sul;4537
SP;Ribeirão dos Índios;2222
SP;Ribeirão Grande;7686
SP;Ribeirão Pires;125238
SP;Ribeirão Preto;720116
SP;Riversul;5364
SP;Rifaina;3651
SP;Rincão;10824
SP;Rinópolis;9940
SP;Rio Claro;209548
SP;Rio das Pedras;36233
SP;Rio Grande da Serra;52009
SP;Riolândia;12856
SP;Rosana;15929
SP;Roseira;10888
SP;Rubiácea;3195
SP;Rubinéia;3191
SP;Sabino;5638
SP;Sagres;2427
SP;Sales;6481
SP;Sales Oliveira;12103
SP;Salesópolis;17363
SP;Salmourão;5372
SP;Saltinho;8498
SP;Salto;120779
SP;Salto de Pirapora;46285
SP;Salto Grande;9396
SP;Sandovalina;4405
SP;Santa Adélia;15639
SP;Santa Albertina;6036
SP;Santa Bárbara d'Oeste;195278
SP;Santa Branca;14925
SP;Santa Clara d'Oeste;2111
SP;Santa Cruz da Conceição;4584
SP;Santa Cruz da Esperança;2166
SP;Santa Cruz das Palmeiras;35102
SP;Santa Cruz do Rio Pardo;48207
SP;Santa Ernestina;5577
SP;Santa Fé do Sul;32796
SP;Santa Gertrudes;27850
SP;Santa Isabel;58529
SP;Santa Lúcia;8889
SP;Santa Maria da Serra;6298
SP;Santa Mercedes;2947
SP;Santana da Ponte Pensa;1448
SP;Santana de Parnaíba;145073
SP;Santa Rita d'Oeste;2476
SP;Santa Rita do Passa Quatro;27641
SP;Santa Rosa de Viterbo;26960
SP;Santa Salete;1558
SP;Santo Anastácio;20855
SP;Santo André;723889
SP;Santo Antônio da Alegria;7024
SP;Santo Antônio de Posse;23742
SP;Santo Antônio do Aracanguá;8541
SP;Santo Antônio do Jardim;5926
SP;Santo Antônio do Pinhal;6843
SP;Santo Expedito;3159
SP;Santópolis do Aguapeí;4856
SP;Santos;433991
SP;São Bento do Sapucaí;10907
SP;São Bernardo do Campo;849874
SP;São Caetano do Sul;162763
SP;São Carlos;256915
SP;São Francisco;2813
SP;São João da Boa Vista;92315
SP;São João das Duas Pontes;2555
SP;São João de Iracema;1942
SP;São João do Pau d'Alho;2095
SP;São Joaquim da Barra;52737
SP;São José da Bela Vista;8991
SP;São José do Barreiro;4141
SP;São José do Rio Pardo;55298
SP;São José do Rio Preto;469173
SP;São José dos Campos;737310
SP;São Lourenço da Serra;16127
SP;São Luiz do Paraitinga;10693
SP;São Manuel;41287
SP;São Miguel Arcanjo;33071
SP;São Paulo;12396372
SP;São Pedro;36298
SP;São Pedro do Turvo;7724
SP;São Roque;93076
SP;São Sebastião;91637
SP;São Sebastião da Grama;12137
SP;São Simão;15446
SP;São Vicente;370839
SP;Sarapuí;10493
SP;Sarutaiá;3623
SP;Sebastianópolis do Sul;3595
SP;Serra Azul;15292
SP;Serrana;46166
SP;Serra Negra;29669
SP;Sertãozinho;128432
SP;Sete Barras;12731
SP;Severínia;17820
SP;Silveiras;6375
SP;Socorro;41690
SP;Sorocaba;695328
SP;Sud Mennucci;7738
SP;Sumaré;289875
SP;Suzano;303397
SP;Suzanápolis;4063
SP;Tabapuã;12561
SP;Tabatinga;16787
SP;Taboão da Serra;297528
SP;Taciba;6371
SP;Taguaí;14415
SP;Taiaçu;6346
SP;Taiúva;5562
SP;Tambaú;23255
SP;Tanabi;26231
SP;Tapiraí;7725
SP;Tapiratiba;12940
SP;Taquaral;2815
SP;Taquaritinga;57547
SP;Taquarituba;23292
SP;Taquarivaí;5968
SP;Tarabai;7609
SP;Tarumã;15361
SP;Tatuí;124134
SP;Taubaté;320820
SP;Tejupá;4452
SP;Teodoro Sampaio;23395
SP;Terra Roxa;9502
SP;Tietê;42946
SP;Timburi;2647
SP;Torre de Pedra;2432
SP;Torrinha;10100
SP;Trabiju;1752
SP;Tremembé;48228
SP;Três Fronteiras;5856
SP;Tuiuti;7058
SP;Tupã;65615
SP;Tupi Paulista;15670
SP;Turiúba;2024
SP;Turmalina;1667
SP;Ubarana;6488
SP;Ubatuba;92819
SP;Ubirajara;4828
SP;Uchoa;10191
SP;União Paulista;1886
SP;Urânia;9125
SP;Uru;1142
SP;Urupês;13965
SP;Valentim Gentil;13732
SP;Valinhos;133169
SP;Valparaíso;27154
SP;Vargem;10842
SP;Vargem Grande do Sul;43368
SP;Vargem Grande Paulista;54315
SP;Várzea Paulista;124269
SP;Vera Cruz;10804
SP;Vinhedo;81516
SP;Viradouro;19133
SP;Vista Alegre do Alto;9163
SP;Vitória Brasil;1852
SP;Votorantim;124468
SP;Votuporanga;96106
SP;Zacarias;2784
SP;Chavantes;12418
SP;Estiva Gerbi;11507
PR;Abatiá;7360
PR;Adrianópolis;5797
PR;Agudos do Sul;9567
PR;Almirante Tamandaré;121420
PR;Altamira do Paraná;1429
PR;Altônia;22293
PR;Alto Paraná;14945
PR;Alto Piquiri;9722
PR;Alvorada do Sul;11598
PR;Amaporã;6405
PR;Ampére;19466
PR;Anahy;2774
PR;Andirá;19823
PR;Ângulo;2931
PR;Antonina;18919
PR;Antônio Olinto;7421
PR;Apucarana;137438
PR;Arapongas;126545
PR;Arapoti;28480
PR;Arapuã;2951
PR;Araruna;14029
PR;Araucária;148522
PR;Ariranha do Ivaí;2026
PR;Assaí;14792
PR;Assis Chateaubriand;33306
PR;Astorga;26304
PR;Atalaia;3871
PR;Balsa Nova;13238
PR;Bandeirantes;31061
PR;Barbosa Ferraz;11287
PR;Barracão;10347
PR;Barra do Jacaré;2781
PR;Bela Vista da Caroba;3404
PR;Bela Vista do Paraíso;15400
PR;Bituruna;16411
PR;Boa Esperança;3991
PR;Boa Esperança do Iguaçu;2437
PR;Boa Ventura de São Roque;6343
PR;Boa Vista da Aparecida;7524
PR;Bocaiúva do Sul;13308
PR;Bom Jesus do Sul;3472
PR;Bom Sucesso;7103
PR;Bom Sucesso do Sul;3244
PR;Borrazópolis;6290
PR;Braganey;5338
PR;Brasilândia do Sul;2521
PR;Cafeara;2973
PR;Cafelândia;18783
PR;Cafezal do Sul;3975
PR;Califórnia;8641
PR;Cambará;25569
PR;Cambé;108126
PR;Cambira;7967
PR;Campina da Lagoa;13888
PR;Campina do Simão;3831
PR;Campina Grande do Sul;44072
PR;Campo Bonito;3694
PR;Campo do Tenente;8118
PR;Campo Largo;135678
PR;Campo Magro;30151
PR;Campo Mourão;96102
PR;Cândido de Abreu;14606
PR;Candói;16126
PR;Cantagalo;13340
PR;Capanema;19172
PR;Capitão Leônidas Marques;15887
PR;Carambeí;24225
PR;Carlópolis;14391
PR;Cascavel;336073
PR;Castro;72125
PR;Catanduvas;10144
PR;Centenário do Sul;10704
PR;Cerro Azul;17884
PR;Céu Azul;11872
PR;Chopinzinho;19083
PR;Cianorte;84980
PR;Cidade Gaúcha;12939
PR;Clevelândia;16344
PR;Colombo;249277
PR;Colorado;24271
PR;Congonhinhas;8896
PR;Conselheiro Mairinck;3891
PR;Contenda;19082
PR;Corbélia;17162
PR;Cornélio Procópio;47840
PR;Coronel Domingos Soares;7538
PR;Coronel Vivida;20430
PR;Corumbataí do Sul;3038
PR;Cruzeiro do Iguaçu;4229
PR;Cruzeiro do Oeste;20962
PR;Cruzeiro do Sul;4430
PR;Cruz Machado;18772
PR;Cruzmaltina;2892
PR;Curitiba;1963726
PR;Curiúva;15289
PR;Diamante do Norte;4975
PR;Diamante do Sul;3409
PR;Diamante D'Oeste;5279
PR;Dois Vizinhos;41424
PR;Douradina;8988
PR;Doutor Camargo;5987
PR;Enéas Marques;5906
PR;Engenheiro Beltrão;13962
PR;Esperança Nova;1633
PR;Entre Rios do Oeste;4651
PR;Espigão Alto do Iguaçu;3980
PR;Farol;2995
PR;Faxinal;17379
PR;Fazenda Rio Grande;103750
PR;Fênix;4734
PR;Fernandes Pinheiro;5561
PR;Figueira;7625
PR;Floraí;4883
PR;Flor da Serra do Sul;4583
PR;Floresta;6926
PR;Florestópolis;10360
PR;Flórida;2709
PR;Formosa do Oeste;6345
PR;Foz do Iguaçu;257971
PR;Francisco Alves;5942
PR;Francisco Beltrão;93308
PR;Foz do Jordão;4466
PR;General Carneiro;13661
PR;Godoy Moreira;2850
PR;Goioerê;28734
PR;Goioxim;6997
PR;Grandes Rios;5379
PR;Guaíra;33497
PR;Guairaçá;6635
PR;Guamiranga;8881
PR;Guapirama;3767
PR;Guaporema;2239
PR;Guaraci;5557
PR;Guaraniaçu;11969
PR;Guarapuava;183755
PR;Guaraqueçaba;7554
PR;Guaratuba;37974
PR;Honório Serpa;5030
PR;Ibaiti;31854
PR;Ibema;6387
PR;Ibiporã;55688
PR;Icaraíma;7671
PR;Iguaraçu;4475
PR;Iguatu;2251
PR;Imbaú;13449
PR;Imbituva;33306
PR;Inácio Martins;11117
PR;Inajá;3122
PR;Indianópolis;4472
PR;Ipiranga;15327
PR;Iporã;13642
PR;Iracema do Oeste;2216
PR;Irati;61439
PR;Iretama;10029
PR;Itaguajé;4426
PR;Itaipulândia;11588
PR;Itambaracá;6516
PR;Itambé;6110
PR;Itapejara d'Oeste;12220
PR;Itaperuçu;29493
PR;Itaúna do Sul;2700
PR;Ivaí;14049
PR;Ivaiporã;31886
PR;Ivaté;8294
PR;Ivatuba;3299
PR;Jaboti;5332
PR;Jacarezinho;39268
PR;Jaguapitã;13861
PR;Jaguariaíva;35192
PR;Jandaia do Sul;21281
PR;Janiópolis;4948
PR;Japira;4929
PR;Japurá;9573
PR;Jardim Alegre;11067
PR;Jardim Olinda;1309
PR;Jataizinho;12687
PR;Jesuítas;8251
PR;Joaquim Távora;12108
PR;Jundiaí do Sul;3248
PR;Juranda;7244
PR;Jussara;7069
PR;Kaloré;3996
PR;Lapa;48651
PR;Laranjal;5719
PR;Laranjeiras do Sul;32167
PR;Leópolis;3896
PR;Lidianópolis;3155
PR;Lindoeste;4488
PR;Loanda;23393
PR;Lobato;4850
PR;Londrina;580870
PR;Luiziana;7217
PR;Lunardelli;4695
PR;Lupionópolis;4969
PR;Mallet;13697
PR;Mamborê;12900
PR;Mandaguaçu;23373
PR;Mandaguari;34628
PR;Mandirituba;27750
PR;Manfrinópolis;2442
PR;Mangueirinha;16572
PR;Manoel Ribas;13517
PR;Marechal Cândido Rondon;54031
PR;Maria Helena;5593
PR;Marialva;36103
PR;Marilândia do Sul;8793
PR;Marilena;7093
PR;Mariluz;10327
PR;Maringá;436472
PR;Mariópolis;6655
PR;Maripá;5562
PR;Marmeleiro;14407
PR;Marquinho;4283
PR;Marumbi;4676
PR;Matelândia;18266
PR;Matinhos;35705
PR;Mato Rico;3142
PR;Mauá da Serra;10994
PR;Medianeira;46940
PR;Mercedes;5617
PR;Mirador;2180
PR;Miraselva;1786
PR;Missal;10706
PR;Moreira Sales;11966
PR;Morretes;16485
PR;Munhoz de Melo;4034
PR;Nossa Senhora das Graças;4009
PR;Nova Aliança do Ivaí;1560
PR;Nova América da Colina;3424
PR;Nova Aurora;10131
PR;Nova Cantu;4827
PR;Nova Esperança;28062
PR;Nova Esperança do Sudoeste;5014
PR;Nova Fátima;8120
PR;Nova Laranjeiras;11462
PR;Nova Londrina;13188
PR;Nova Olímpia;5846
PR;Nova Santa Bárbara;4304
PR;Nova Santa Rosa;8311
PR;Nova Prata do Iguaçu;10540
PR;Nova Tebas;5252
PR;Novo Itacolomi;2836
PR;Ortigueira;21783
PR;Ourizona;3423
PR;Ouro Verde do Oeste;6036
PR;Paiçandu;42251
PR;Palmas;52503
PR;Palmeira;34109
PR;Palmital;12755
PR;Palotina;32389
PR;Paraíso do Norte;14211
PR;Paranacity;11685
PR;Paranaguá;157378
PR;Paranapoema;3277
PR;Paranavaí;89454
PR;Pato Bragado;5755
PR;Pato Branco;84779
PR;Paula Freitas;5942
PR;Paulo Frontin;7418
PR;Peabiru;14017
PR;Perobal;6194
PR;Pérola;11406
PR;Pérola d'Oeste;6232
PR;Piên;13015
PR;Pinhais;134788
PR;Pinhalão;6323
PR;Pinhal de São Bento;2742
PR;Pinhão;32722
PR;Piraí do Sul;25779
PR;Piraquara;116852
PR;Pitanga;29686
PR;Pitangueiras;3298
PR;Planaltina do Paraná;4281
PR;Planalto;13385
PR;Ponta Grossa;358838
PR;Pontal do Paraná;28529
PR;Porecatu;12587
PR;Porto Amazonas;4899
PR;Porto Barreiro;3133
PR;Porto Rico;2554
PR;Porto Vitória;4057
PR;Prado Ferreira;3806
PR;Pranchita;5035
PR;Presidente Castelo Branco;5395
PR;Primeiro de Maio;11138
PR;Prudentópolis;52776
PR;Quarto Centenário;4420
PR;Quatiguá;7504
PR;Quatro Barras;24253
PR;Quatro Pontes;4043
PR;Quedas do Iguaçu;34707
PR;Querência do Norte;12257
PR;Quinta do Sol;4444
PR;Quitandinha;19388
PR;Ramilândia;4500
PR;Rancho Alegre;3760
PR;Rancho Alegre D'Oeste;2602
PR;Realeza;16976
PR;Rebouças;14991
PR;Renascença;6772
PR;Reserva;26933
PR;Reserva do Iguaçu;8127
PR;Ribeirão Claro;10622
PR;Ribeirão do Pinhal;12869
PR;Rio Azul;15433
PR;Rio Bom;3162
PR;Rio Bonito do Iguaçu;13240
PR;Rio Branco do Ivaí;4121
PR;Rio Branco do Sul;32635
PR;Rio Negro;34645
PR;Rolândia;68165
PR;Roncador;9447
PR;Rondon;9664
PR;Rosário do Ivaí;4595
PR;Sabáudia;6954
PR;Salgado Filho;3389
PR;Salto do Itararé;4862
PR;Salto do Lontra;14957
PR;Santa Amélia;3208
PR;Santa Cecília do Pavão;3253
PR;Santa Cruz de Monte Castelo;7705
PR;Santa Fé;12330
PR;Santa Helena;27036
PR;Santa Inês;1568
PR;Santa Isabel do Ivaí;8484
PR;Santa Izabel do Oeste;14924
PR;Santa Lúcia;3795
PR;Santa Maria do Oeste;9210
PR;Santa Mariana;11523
PR;Santa Mônica;4052
PR;Santana do Itararé;4916
PR;Santa Tereza do Oeste;10055
PR;Santa Terezinha de Itaipu;23927
PR;Santo Antônio da Platina;46503
PR;Santo Antônio do Caiuá;2611
PR;Santo Antônio do Paraíso;2032
PR;Santo Antônio do Sudoeste;20354
PR;Santo Inácio;5422
PR;São Carlos do Ivaí;6961
PR;São Jerônimo da Serra;11088
PR;São João;10122
PR;São João do Caiuá;5819
PR;São João do Ivaí;9897
PR;São João do Triunfo;15359
PR;São Jorge d'Oeste;9005
PR;São Jorge do Ivaí;5535
PR;São Jorge do Patrocínio;5532
PR;São José da Boa Vista;6115
PR;São José das Palmeiras;3601
PR;São José dos Pinhais;334620
PR;São Manoel do Paraná;2165
PR;São Mateus do Sul;47137
PR;São Miguel do Iguaçu;27696
PR;São Pedro do Iguaçu;5745
PR;São Pedro do Ivaí;11109
PR;São Pedro do Paraná;2265
PR;São Sebastião da Amoreira;8865
PR;São Tomé;5778
PR;Sapopema;6708
PR;Sarandi;98888
PR;Saudade do Iguaçu;5578
PR;Sengés;19441
PR;Serranópolis do Iguaçu;4460
PR;Sertaneja;5149
PR;Sertanópolis;16456
PR;Siqueira Campos;21476
PR;Sulina;2880
PR;Tamarana;15277
PR;Tamboara;5196
PR;Tapejara;16480
PR;Tapira;5452
PR;Teixeira Soares;12761
PR;Telêmaco Borba;80588
PR;Terra Boa;17304
PR;Terra Rica;17054
PR;Terra Roxa;17562
PR;Tibagi;20688
PR;Tijucas do Sul;17295
PR;Toledo;144601
PR;Tomazina;7699
PR;Três Barras do Paraná;12036
PR;Tunas do Paraná;9269
PR;Tuneiras do Oeste;8502
PR;Tupãssi;8105
PR;Turvo;12977
PR;Ubiratã;20809
PR;Umuarama;113416
PR;União da Vitória;58298
PR;Uniflor;2623
PR;Uraí;11233
PR;Wenceslau Braz;19358
PR;Ventania;12267
PR;Vera Cruz do Oeste;8389
PR;Verê;7094
PR;Alto Paraíso;2630
PR;Doutor Ulysses;5525
PR;Virmond;4051
PR;Vitorino;6879
PR;Xambrê;5584
SC;Abdon Batista;2534
SC;Abelardo Luz;18015
SC;Agrolândia;11160
SC;Agronômica;5570
SC;Água Doce;7160
SC;Águas de Chapecó;6544
SC;Águas Frias;2341
SC;Águas Mornas;6646
SC;Alfredo Wagner;10136
SC;Alto Bela Vista;1915
SC;Anchieta;5477
SC;Angelina;4686
SC;Anita Garibaldi;6783
SC;Anitápolis;3223
SC;Antônio Carlos;8712
SC;Apiúna;10951
SC;Arabutã;4268
SC;Araquari;40890
SC;Araranguá;69493
SC;Armazém;8843
SC;Arroio Trinta;3547
SC;Arvoredo;2228
SC;Ascurra;8021
SC;Atalanta;3179
SC;Aurora;5687
SC;Balneário Arroio do Silva;13782
SC;Balneário Camboriú;149227
SC;Balneário Barra do Sul;11271
SC;Balneário Gaivota;11537
SC;Bandeirante;2618
SC;Barra Bonita;1625
SC;Barra Velha;30539
SC;Bela Vista do Toldo;6386
SC;Belmonte;2712
SC;Benedito Novo;11896
SC;Biguaçu;70471
SC;Blumenau;366418
SC;Bocaina do Sul;3501
SC;Bombinhas;20889
SC;Bom Jardim da Serra;4801
SC;Bom Jesus;3104
SC;Bom Jesus do Oeste;2136
SC;Bom Retiro;10153
SC;Botuverá;5396
SC;Braço do Norte;34294
SC;Braço do Trombudo;3794
SC;Brunópolis;2318
SC;Brusque;140597
SC;Caçador;80017
SC;Caibi;6112
SC;Calmon;3325
SC;Camboriú;87179
SC;Capão Alto;2467
SC;Campo Alegre;11985
SC;Campo Belo do Sul;6889
SC;Campo Erê;8312
SC;Campos Novos;36861
SC;Canelinha;12553
SC;Canoinhas;54558
SC;Capinzal;23218
SC;Capivari de Baixo;25477
SC;Catanduvas;11106
SC;Caxambu do Sul;3462
SC;Celso Ramos;2709
SC;Cerro Negro;3013
SC;Chapadão do Lageado;3025
SC;Chapecó;227587
SC;Cocal do Sul;16956
SC;Concórdia;75683
SC;Cordilheira Alta;4585
SC;Coronel Freitas;9900
SC;Coronel Martins;2560
SC;Corupá;16300
SC;Correia Pinto;12315
SC;Criciúma;219393
SC;Cunha Porã;11150
SC;Cunhataí;1972
SC;Curitibanos;40037
SC;Descanso;8136
SC;Dionísio Cerqueira;15592
SC;Dona Emma;4224
SC;Doutor Pedrinho;4164
SC;Entre Rios;3232
SC;Ermo;2059
SC;Erval Velho;4423
SC;Faxinal dos Guedes;10630
SC;Flor do Sertão;1575
SC;Florianópolis;516524
SC;Formosa do Sul;2481
SC;Forquilhinha;27621
SC;Fraiburgo;36723
SC;Frei Rogério;1918
SC;Galvão;2711
SC;Garopaba;24070
SC;Garuva;18816
SC;Gaspar;71925
SC;Governador Celso Ramos;14739
SC;Grão Pará;6621
SC;Gravatal;11652
SC;Guabiruba;24922
SC;Guaraciaba;9964
SC;Guaramirim;46757
SC;Guarujá do Sul;5196
SC;Guatambú;4692
SC;Herval d'Oeste;22820
SC;Ibiam;1952
SC;Ibicaré;3154
SC;Ibirama;19238
SC;Içara;58055
SC;Ilhota;14531
SC;Imaruí;9764
SC;Imbituba;45711
SC;Imbuia;6284
SC;Indaial;72346
SC;Iomerê;2979
SC;Ipira;4367
SC;Iporã do Oeste;9093
SC;Ipuaçu;7643
SC;Ipumirim;7647
SC;Iraceminha;3901
SC;Irani;10575
SC;Irati;1887
SC;Irineópolis;11354
SC;Itá;6091
SC;Itaiópolis;21889
SC;Itajaí;226617
SC;Itapema;69323
SC;Itapiranga;17139
SC;Itapoá;21766
SC;Ituporanga;25619
SC;Jaborá;3899
SC;Jacinto Machado;10337
SC;Jaguaruna;20547
SC;Jaraguá do Sul;184579
SC;Jardinópolis;1520
SC;Joaçaba;30684
SC;Joinville;604708
SC;José Boiteux;5019
SC;Jupiá;2083
SC;Lacerdópolis;2248
SC;Lages;157158
SC;Laguna;46424
SC;Lajeado Grande;1408
SC;Laurentino;7154
SC;Lauro Müller;15380
SC;Lebon Régis;12122
SC;Leoberto Leal;2960
SC;Lindóia do Sul;4530
SC;Lontras;12497
SC;Luiz Alves;13347
SC;Luzerna;5683
SC;Macieira;1757
SC;Mafra;56825
SC;Major Gercino;3465
SC;Major Vieira;8209
SC;Maracajá;7461
SC;Maravilha;26463
SC;Marema;1703
SC;Massaranduba;17330
SC;Matos Costa;2442
SC;Meleiro;6989
SC;Mirim Doce;2257
SC;Modelo;4227
SC;Mondaí;12034
SC;Monte Carlo;9945
